,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,49,50,53,54,56,58,59,60,62,65,66,67,68,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,89,90,91,92,93,94,95,96,97,98,900,901,902,903,904,905,906,907,908,909
0,MR,RT,FR,XP,AG,XO,ET,TV,XO,NM,NM,MR,CT,ET,KS,XO,XO,RT,RT,XP,AG,TV,XP,CT,XO,RT,KS,MR,CT,ET,AG,TV,MR,KS,RT,NM,RT,KS,CT,XP,XP,AG,MR,RT,RT,CT,XP,MR,RT,CT,RT,KS,MR,AS,CT,NM,XP,MR,MR,AG,XP,XO,TV,AG,TV,XO,MR,CT,CT,TV,KS,XP,XO,CT,MR,RT,AG,XO,KS,,,,,,,,,,
